Question,A,B,C,D,Answer
"Мъж бил собственик на новопостроения хотел в един град. На 15 март мъжът получил телефонно обаждане от продавач, който бил дистрибутор на хотелско оборудване. Продавачът предложил да продаде на мъжа 1000 пожарогасители за хотела му. Продавачът казал на мъжа, че цената на пожарогасителите ще бъде 35 000 долара (или 35 долара на брой), платими 90 дни след доставката. Продавачът обеща пожарогасителите да бъдат инсталирани не по-късно от 15 април. На 16 март мъжът се обадил по телефона на продавача и приел офертата. На следващия ден мъжът изпратил следната бележка на продавача: ""Моля, имайте предвид, че ще взема 15% отстъпка за плащане в брой седем дни след инсталирането."" Продавачът получил кореспонденцията на мъжа на 20 март. На 1 април продавачът изпратил телеграма до мъжа, в която се казвало: ""Очевидно е, че нямаме влязъл в сила договор, който да влезе в сила. Няма да доставям пожарогасителите на 15 април или друг път. ""Мъжът завежда дело срещу продавача за нарушаване на договора. Продавачът отстоява защитата на статута на измамите по УКЦ. Кое от следните е най-точното твърдение по отношение на защитата на продавача?","Защитата на продавача е валидна, защото бележката на мъжа не е била достатъчна, за да покаже, че е сключен договор.","Защитата на продавача е валидна, защото бележката на мъжа е несъвместима с условията на устната оферта на продавача.","Защитата на продавача не е валидна, защото продавачът не е отговорил на бележката на мъжа в разумен срок.","Защитата на търговеца не е валидна, защото съгласно МКС статутът на измамите не е приложим в споразумения между търговци.",A
"Преди предложението за сливане на два града да бъде пуснато на гласуване, главният прокурор на щата излезе с консултативно становище, в което се посочва, че мярката според нея не нарушава никакви законови или конституционни разпоредби. След това предложението беше пуснато в бюлетината и беше прието с голямо мнозинство от избирателите в двата града. След изборите, но преди сливането да бъде официално извършено, двама данъкоплатци от един от градовете заведоха дело за налагане на обединението, атакувайки конституционността на предложението. Искът стигна до Върховния съд на щата и беше установено, че е конституционен както по щатски, така и по федерален закон. Сега ищците подават искане това дело да бъде преразгледано от Върховния съд на САЩ. Съдът може да","не гледа делото, защото то е решено на независими държавни основания.","не гледа делото, но може да го върне на федералния окръжен съд.","Чуйте федералните въпроси, но откажете да се произнесете по държавния въпрос.","да се позовава на консултативното становище, предоставено от главния прокурор на щата, и да не разглежда делото по същество.",A
"Полицията получила сигнал от надежден информатор, че мъж търгува с кокаин от дома си. След това служителите представиха на магистрат клетвена декларация, в която се излагат обстоятелствата, показващи вероятна причина за издаването на заповед за обиск. Магистратът е издал заповед за обиск за наркотични вещества на адреса на мъжа. Полицейските служители отишли в дома на мъжа и позвънили на звънеца. Когато никой не отговорил, полицаите нахлули и влезли в жилището. Те претърсили стаите на първия етаж и не открили уличаващи доказателства, след което излезли навън и забелязали отделен вход, водещ към втория етаж на жилището. Изкачиха се по стълбището и влязоха в една спалня на горния етаж. Вътре в стаята полицаите открили скривалище с кокаин, лежащо на скрин. Докато полицаите продължавали претърсването на спалнята, подсъдимият влязъл в стаята. Полицаите попитали подсъдимия дали той е мъжът. Подсъдимият се идентифицирал и казал на полицаите, че са в спалнята му и той заема втория етаж на жилището. Подсъдимият обяснил, че мъжът пребивавал на първия етаж и жилищните му помещения били отделени от тези на подсъдимия. Въпреки това обвиняемият е арестуван и обвинен в притежание на кокаин. Подсъдимият е подал искане за изключване на кокаина от допускане до доказателства. Искането на ответника следва да бъде","издадено, тъй като в заповедта не е посочен подсъдимият.","издадено, тъй като в заповедта не е посочено с конкретика районът, който трябва да бъде претърсен.","отказано, защото полицията основателно е смятала, че претърсва жилището на мъжа, когато са влезли в жилищните помещения на обвиняемия.","отказана, защото заповедта е била валидна и издадена с вероятна причина.",C
"Супермаркет току-що беше отворил отново след двуседмично затваряне за ремонт. На сутринта на повторното отваряне една жена пазарувала, когато внезапно паднала и получила счупен крак. След това жената съди супермаркета за телесни повреди. В костюма си жената твърди, че се е спънала в кофа за боя, която е лежала в една от пътеките. По време на процеса жената се обадила на друг клиент, за да свидетелства, че докато пазарувал, чул тупване, обърнал се и видял жената да пада на пода. Той също така свидетелства, че е видял празна кофа с боя, лежаща на няколко крачки от крака на жената. При кръстосан разпит клиентът влязъл в спорна размяна с адвоката на супермаркета. Когато го попитали какво е причинило падането на жената, клиентът свидетелствал: ""Тя падна, защото се спъна в кофата"". Той призна при кръстосан разпит обаче, че всъщност не е видял жената да се спъва в кофата. След това адвокатът на супермаркета задал на клиента следния въпрос: ""Ако не сте видели жената да се спъва в кофата, откъде знаете, че е паднала заради това?"" Клиентът отговорил: ""Защото приятелката ми, която пазаруваше с мен, ми каза по-късно, че е видяла жената да се спъва над кофата."" Адвокатът на супермаркета се опитва да удари последния отговор на клиента. Ако съдията по делото отхвърли искането на обвиняемия и позволи отговорът на клиента да остане, това най-вероятно ще бъде, защото",Отговорът на клиента беше поканен от въпроса на адвоката на супермаркета.,Отговорът на клиента се основаваше на знания от първа ръка.,Отговорът на клиента беше изявление на скорошно възприятие.,Отговорът на клиента беше настоящо сетивно впечатление.,A
"В момента собственик на ранчо е собственик на парцел земя, обозначен като ""А"". Той е по-високият от два съседни имота на планина. Земеделският производител е собственик на парцел ""Б"", който се намира по-ниско от ""А"" на планинския склон. През 2000 г. фермерът, който притежава и двата парцела земя, изгражда частна дренажна система. Тази система се състои от подземен тръбопровод, който се простира върху двата парцела земя. Канализацията от парцел ""А"" се оттичала през системата до общинска канализация, която се намирала в подножието на планината. През 2005 г. фермерът продава парцел ""Б"" на фермера. В акта към фермера не се споменава нищо за дренажната система на фермера. На всеки от парцелите са разположени големи жилища в стил ранчо, обитавани от съответните собственици. Напоследък канализацията е започнала да излъчва неприятна миризма в парцел ""Б"". В резултат на това фермерът съди фермера в нарушение, молейки се за щети, причинени от дренажната система. Присъдата трябва да бъде за","фермера, защото актът към земеделския производител не съдържал никакви завети, ограничаващи използването на земята от фермера.","фермера, защото правилната причина за действие на фермера би била за неудобство, а не за нарушение.","земеделския производител, защото дренажната система е била непосредствената причина за вредите на ищеца по закон.","земеделския производител, защото фермерът не е имал право да подобрява собствената си земя по начин, който причинява вреда на друг.",B
"54-годишна жена идва в офиса, защото през последните 3 седмици е имала периодична болка по дясната буза и челюстта. Всеки епизод на болка продължава 1 секунда или по-малко. Болката често се предизвиква от студен въздух, дъвчене, тактилна стимулация и миене на зъбите. Тя не е имала травма на лицето или главата. Медицинската история е забележителна за тензионно главоболие, затлъстяване и стомашен байпас. Тя е висока 165 см (5 фута 5 инча) и тежи 62 кг (137 фунта); ИТМ е 23 kg/m2. Жизнените показатели са нормални. Пациентът не може да понася докосване от дясната страна на лицето. Няма слабост на лицето или загуба на усещане. Останалата част от физическия преглед не показва аномалии. CT сканирането на главата със и без контраст не показва аномалии. Кое от следните е най-подходящата фармакотерапия в този момент?",Карбамазепин,Ламотрижин,Леветирацетам,Топирамат,A
"Изследванията на етиологията на шизофренията показват генетична предразположеност към състоянието, но са включени и други фактори. От познанията си по темата определете кое от следните твърдения е неправилно.",Излишъкът от допамин или чувствителността към допамин може да бъде допринасящ фактор.,Белите пациенти са по-симптоматични.,Ремисията от състоянието в Третия свят е 65%.,"По-нисък процент на шизофрения, диагностициран сред афроамериканците.",D
"Служител на голяма производствена фирма намира работата скучна и преследва работата само за пари. Служителят изпълнява минимално, и не е мотивиран така произвеждат най-голямо количество или по-добро качество. Според двуфакторната теория на Ф. Херцберг, най-добрият начин 10 да увеличи самомотивацията на този работник би бил да",предлагат повишаване и стимулиращо заплащане за по-голяма производителност,"Редизайн на работата, за да се осигури предизвикателство и чувство за постижение",увеличаване на възможностите за информирано социално взаимодействие,"Осигурете на служителя прилив на работа, носещ по-голям престиж",B
Кое от следните най-добре описва етичните насоки по отношение на сексуалните интимности с бивши клиенти на терапията?,На психолозите е забранено да имат сексуални интимности с бивши клиенти на терапията при никакви обстоятелства.,На психолозите е забранено да имат сексуални интимности с бивши клиенти на терапията в продължение на най-малко една година след прекратяването на терапията.,"На психолозите е забранено да имат сексуални интимности с бивши клиенти на терапията при определени обстоятелства (например, когато съществува риск от експлоатация).",На психолозите не е забранено да имат сексуални интимности с бивши клиенти на терапията.,C
"Изследване на усвояването на втори език показа кое от следните за децата, които усвояват втори език",Когнитивното им развитие се забавя,"Те имат по-добра артикулация от децата, които не са двуезични",Владеенето на родния им език не оказва влияние върху скоростта на усвояване на втория език,Те имат повишена когнитивна гъвкавост,D
В коя област на връзките с обществеността е вероятно да се включи лобиране?,Корпоративен,Финансови отношения,Връзки с обществеността,Бизнес към бизнес,C
"В контекста на глобализацията, как най-добре можем да дефинираме термина ""развитие""?","Терминът развитие се отнася до човешкото състояние, в което има свобода от страх и нужда; Има достатъчно ресурси за поддържане на живота и този живот може да съществува в състояние, свободно от заплахата или възприеманата заплаха от внезапно прекъсване.","За да бъде считана за развита, една нация трябва да е постигнала определен икономически и политически статус в рамките на глобалната държавна система; По този начин критерият за това какво представлява ""развито"" състояние се определя от тези изисквания за взаимодействие в тази система.","Развитието е средство за справяне с неравенствата, които съпътстват неолибералната глобализация. В този контекст развитието се отнася до способността на населението или общността да използва ефективно ресурсите и да повишава ефективността в производството и разпределението, насърчавайки по-справедливото разпределение на доходите в обществото.","Развитието на една общност се отнася до идеологическите и етични ценностни системи, към които се присъединява нейното население. В глобализираната международна система това се отнася до приемането на западната либерална демократична идеология и свободната пазарна икономика.",C
Кое от следните най-добре описва евроцентризма?,"Евроцентризмът е стил на анализ, при който европейските общества се сравняват с неевропейските общества, за да се получи безпристрастно сравнение на относителните достойнства на всяко от тях.","Евроцентризмът е стил на мислене, в който оценката и оценката на неевропейските общества е формулирана от гледна точка на културните предположения и пристрастия на европейците.","Евроцентризмът описва изследвания или научна работа, които разглеждат само европейските политически или икономически системи.",Всички тези опции.,B
"Коя от следните теории се фокусира върху това как обществото успява да извършва дейностите, необходими за поддържане на реда и стабилността?",Функционализъм,Интеракционизъм,Теория на рационалния избор,Теория на конфликтите,A
Кое от следните е личен документ със затворен достъп?,"Правителствена ""Бяла книга""",Поверителни медицински досиета,Счетоводна книга за домакинствата,регистъра на акциите на дадено предприятие,C
Коя от следните точки подкрепя аргумента за американския унилатерализъм?,Доброжелателна хегемония,Неефективност на мултилатерализма,Американската мощ,Всичко по-горе,D
Какво заболяване не причиняват херпесните вируси?,Детска парализа,Енцефалит,Полово предавани болести,Рак,A
Целта на двойно-сляпо или двойно маскирано проучване е:,Постигане на сравнимост на лекуваните и нелекуваните лица,Намаляване на ефектите от вариацията на пробите,Избягвайте пристрастията на наблюдателя и субекта,Избягвайте пристрастията на наблюдателя и вариациите в извадката,B
 Класическият текст Daodejing е известен с какво заглавие на английски език?,Класика на промените,Класика на пътя и силата,Класика на жените,Класика на философията,B
 Communidades de Base е свързана с кое от следните?,епископ Оскар Ромеро,Устойчивост и обновяване,Достойнството на всички човешки същества,Всичко по-горе,D
Главният прокурор е ръководител на кое от следните образувания?,Сенатската юридическа комисия,Министерството на правосъдието,Държавният департамент,Корпусът на генералния адвокат на съдията,B
"Линиите на магнитното поле около формата на проводник, носещ ток",Кръгове,радиални линии,Вихрови токове,енергийни контури,A
"Терминът ""чили кон карне"" се отнася до чили с какво?",фасул,месо,сирене,люти чушки,B
"Кое от следните най-добре описва ситуацията след повишаване на цената на продукт, който има нееластично търсене?",Търсеното количество няма да се промени.,Търсеното количество ще се увеличи.,Общите приходи ще намалеят.,Общите приходи няма да се променят.,A
